,category,skill,type,count
1310,IS,Internet Security,hard_skill,2
1311,IS,NetFlow,hard_skill,3
1312,IS,Security Assertion Markup Language (SAML),hard_skill,2
1313,IS,Juniper Networks Certified Internet Expert,hard_skill,1
1314,IS,Corrective Maintenance,hard_skill,1
1315,IS,Product Marketing,hard_skill,3
1316,IS,Engineering Change Order,hard_skill,1
1317,IS,Blueprinting,hard_skill,4
1318,IS,Fault Detection And Isolation,hard_skill,1
1319,IS,IPTV,hard_skill,1
1320,IS,Broadcasting,hard_skill,1
1321,IS,SQL Server Integration Services (SSIS),hard_skill,2
1322,IS,Data Strategy,hard_skill,3
1323,IS,Persistent Data Structure,hard_skill,1
1324,IS,Data Pipelines,hard_skill,7
1325,IS,Cloud Migration,hard_skill,3
1326,IS,Apache Airflow,hard_skill,4
1327,IS,OAuth,hard_skill,2
1328,IS,PostgreSQL,hard_skill,4
1329,IS,Data Access,hard_skill,3
1330,IS,Project Design,hard_skill,1
1331,IS,Risk Aversion,hard_skill,1
1332,IS,Electric Power Transmission,hard_skill,2
1333,IS,Interoperability,hard_skill,2
1334,IS,Operating Expense,hard_skill,2
1335,IS,Wavelength-Division Multiplexing,hard_skill,3
1336,IS,Work Order,hard_skill,1
1337,IS,Microsoft Access,hard_skill,3
1338,IS,Statistical Reporting,hard_skill,1
1339,IS,Nagios,hard_skill,1
1340,IS,Apache OpenOffice,hard_skill,1
1341,IS,Session Initiation Protocols,hard_skill,1
1342,IS,Technical Engineering,hard_skill,2
1343,IS,SIP Trunking,hard_skill,1
1344,IS,Order Delivery,hard_skill,1
1345,IS,Multitopology Routing Configuration,hard_skill,1
1346,IS,.NET Framework,hard_skill,1
1347,IS,Microsoft Visual Studio,hard_skill,1
1348,IS,Networking Cables,hard_skill,1
1349,IS,Broadcast Operations,hard_skill,1
1350,IS,Database Virtualization,hard_skill,1
1351,IS,Distributed Computing,hard_skill,2
1352,IS,Technical Design,hard_skill,3
1353,IS,Enterprise Application Integration,hard_skill,1
1354,IS,TOGAF Certification,hard_skill,1
1355,IS,Java Enterprise Edition,hard_skill,1
1356,IS,Application Design,hard_skill,2
1357,IS,Service-Oriented Architecture,hard_skill,1
1358,IS,Simple Object Access Protocol (SOAP),hard_skill,1
1359,IS,Traffic Flow,hard_skill,1
1360,IS,JSON,hard_skill,2
1361,IS,Sales Engineering,hard_skill,5
1362,IS,Intelligence Agency,hard_skill,2
1363,IS,Turnaround Time,hard_skill,1
1364,IS,Product Planning,hard_skill,1
1365,IS,Subnetwork,hard_skill,1
1366,IS,Data Quality,hard_skill,5
1367,IS,Distributed Data Store,hard_skill,1
1368,IS,Data Masking,hard_skill,2
1369,IS,Metadata,hard_skill,3
1370,IS,Document-Oriented Databases,hard_skill,1
1371,IS,Aruba Certified ClearPass Professional (ACCP),hard_skill,1
1372,IS,Remote Troubleshooting,hard_skill,1
1373,IS,Electronic Warfare,hard_skill,1
1374,IS,Cognitive Radio,hard_skill,1
1375,IS,Electronic Systems,hard_skill,3
1376,IS,Media Access Controls,hard_skill,1
1377,IS,Radio Frequency,hard_skill,1
1378,IS,Microelectronics,hard_skill,1
1379,IS,Digital Communications,hard_skill,1
1380,IS,System Configuration,hard_skill,2
1381,IS,Next-Generation Networks,hard_skill,1
1382,IS,Capacity Planning,hard_skill,1
1383,IS,Solutions Focused,hard_skill,1
1384,IS,Market Requirements Documents,hard_skill,2
1385,IS,Persuasive Communication,hard_skill,5
1386,IS,Satellite Communications,hard_skill,1
1387,IS,Large Language Modeling,hard_skill,1
1388,IS,Network Management System,hard_skill,1
1389,IS,Engineering Design Process,hard_skill,4
1390,IS,Communications Systems,hard_skill,2
1391,IS,Iperf,hard_skill,1
1392,IS,VirtualBox,hard_skill,2
1393,IS,Budget Support,hard_skill,1
1394,IS,Global Financial Systems,hard_skill,1
1395,IS,Docker Container,hard_skill,1
1396,IS,Amazon Redshift,hard_skill,1
1397,IS,Integrated Care,hard_skill,1
1398,IS,Real World Data,hard_skill,1
1399,IS,Data Retention,hard_skill,1
1400,IS,Wireframing,hard_skill,2
1401,IS,Data Processing Systems,hard_skill,2
1402,IS,User Flows,hard_skill,1
1403,IS,Dataflow,hard_skill,3
1404,IS,Electronic Medical Record,hard_skill,1
1405,IS,System Requirements,hard_skill,2
1406,IS,Visual Basic (Programming Language),hard_skill,1
1407,IS,Failover,hard_skill,1
1408,IS,Reliability Engineering,hard_skill,2
1409,IS,Demilitarized Zones (DMZ),hard_skill,2
1410,IS,Fault Management,hard_skill,1
1411,IS,Electronic Trading Platform,hard_skill,1
1412,IS,Online Transaction Processing,hard_skill,1
1413,IS,Data Architecture,hard_skill,3
1414,IS,Pyspark,hard_skill,1
1415,IS,MLflow,hard_skill,1
1416,IS,Data Lakes,hard_skill,1
1417,IS,AWS Glue,hard_skill,1
1418,IS,Synapse Citrix,hard_skill,1
1419,IS,Warehousing,hard_skill,1
1420,IS,Scikit-Learn (Python Package),hard_skill,1
1421,IS,Data Processing,hard_skill,2
1422,IS,MLOps (Machine Learning Operations),hard_skill,1
1423,IS,Low Latency,hard_skill,2
1424,IS,Peer Review,hard_skill,2
1425,IS,Mental Health Act,hard_skill,2
1426,IS,Remote Sensing,hard_skill,1
1427,IS,Business Acumen,hard_skill,3
1428,IS,Channel Sales,hard_skill,1
1429,IS,File Systems,hard_skill,2
1430,IS,Data Discovery,hard_skill,1
1431,IS,Labor Law,hard_skill,1
1432,IS,Process Flow Diagrams,hard_skill,1
1433,IS,Renewable Energy,hard_skill,1
1434,IS,Consolidation,hard_skill,1
1435,IS,High-Frequency Trading,hard_skill,1
1436,IS,Scientific Methods,hard_skill,1
1437,IS,Business Systems,hard_skill,2
1438,IS,Creative Problem Solving,hard_skill,1
1439,IS,Algorithm Design,hard_skill,1
1440,IS,Virtual Teams,hard_skill,4
1441,IS,Cloud Applications,hard_skill,1
1442,IS,Cloud Foundry,hard_skill,1
1443,IS,Bidirectional-Streams Over Synchronous HTTP (BOSH),hard_skill,1
1444,IS,Slack (Software),hard_skill,1
1445,IS,Telecommuting,hard_skill,1
1446,IS,Ethereum,hard_skill,2
1447,IS,Bitcoin,hard_skill,1
1448,IS,Collaborative Software,hard_skill,2
1449,IS,Test-Driven Development (TDD),hard_skill,1
1450,IS,Backbone.js (Javascript Library),hard_skill,1
1451,IS,Rapid Prototyping,hard_skill,1
1452,IS,Electro-Optics,hard_skill,1
1453,IS,Empowerment,hard_skill,1
1454,IS,Infrastructure Architecture,hard_skill,1
1455,IS,Sustainable Infrastructure,hard_skill,3
1456,IS,Green Infrastructure,hard_skill,3
1457,IS,High-Level Architecture,hard_skill,1
1458,IS,Mesh Networking,hard_skill,1
1459,IS,Provisioning Tools,hard_skill,1
1460,IS,Azure Data Factory,hard_skill,1
1461,IS,Domain Name System Security Extensions,hard_skill,1
1462,IS,Component Libraries,hard_skill,1
1463,IS,Digital Product Management,hard_skill,1
1464,IS,Technical Solution Design,hard_skill,1
1465,IS,Technology Roadmaps,hard_skill,2
1466,IS,Certified Scrum Master,hard_skill,1
1467,IS,Office 365 Exchange Online,hard_skill,1
1468,IS,Yammer (Social Networking Tool),hard_skill,1
1469,IS,Microsoft Power Automate/Flow,hard_skill,3
1470,IS,Bridge Engineering,hard_skill,1
1471,IS,Apache Beam,hard_skill,1
1472,IS,Stream Processing,hard_skill,1
1473,IS,Data Wrangling,hard_skill,1
1474,IS,Performance Metric,hard_skill,3
1475,IS,Luigi (Python Package),hard_skill,1
1476,IS,Product Lining,hard_skill,1
1477,IS,Scala (Programming Language),hard_skill,1
1478,IS,Complex Problem Solving,hard_skill,2
1479,IS,Cloud-Native Applications,hard_skill,2
1480,IS,Customer Engagement,hard_skill,1
1481,IS,Political Philosophy,hard_skill,1
1482,IS,Digital Data,hard_skill,2
1483,IS,Public Speaking,hard_skill,1
1484,IS,Bare Metal,hard_skill,1
1485,IS,Red Hat Linux,hard_skill,1
1486,IS,Hardware Architecture,hard_skill,1
1487,IS,Service Pack,hard_skill,2
1488,IS,Microsoft Teams,hard_skill,2
1489,IS,Workflow Automation,hard_skill,1
1490,IS,System Software,hard_skill,1
1491,IS,Microsoft Management Console,hard_skill,1
1492,IS,Windows Domain,hard_skill,1
1493,IS,VMware ESX Servers,hard_skill,1
1494,IS,Mobile Devices,hard_skill,1
1495,IS,Microsoft Outlook,hard_skill,3
1496,IS,Dynamic Multipoint Virtual Private Networks,hard_skill,1
1497,IS,Reporting Tools,hard_skill,1
1498,IS,Netscaler,hard_skill,1
1499,IS,DocuSign (Software),hard_skill,1
1500,IS,Human Capital,hard_skill,1
1501,IS,Audit Management,hard_skill,2
1502,IS,Simulations,hard_skill,1
1503,IS,White-Box Testing,hard_skill,1
1504,IS,Certificate Of Cloud Security Knowledge,hard_skill,3
1505,IS,Publicly Funded Health Care,hard_skill,2
1506,IS,Multi-Tenant Cloud Environments,hard_skill,1
1507,IS,Requirements Specifications,hard_skill,3
1508,IS,Technical Presentations,hard_skill,1
1509,IS,Design Thinking,hard_skill,1
1510,IS,Analytical Procedures,hard_skill,1
1511,IS,Securities (Finance),hard_skill,3
1512,IS,Organizational Change Management,hard_skill,1
1513,IS,Audit Planning,hard_skill,1
1514,IS,Management Control,hard_skill,1
1515,IS,Global Management,hard_skill,1
1516,IS,Personal Finance,hard_skill,1
1517,IS,Analytical Techniques,hard_skill,2
1518,IS,Trend Analysis,hard_skill,1
1519,IS,Risk Appetite,hard_skill,2
1520,IS,Certified Internal Auditor,hard_skill,1
1521,IS,Cyber Safety,hard_skill,1
1522,IS,Stakeholder Engagement,hard_skill,2
1523,IS,Project Initiation Documentation,hard_skill,1
1524,IS,Project Governance,hard_skill,1
1525,IS,Business Requirements Documentation,hard_skill,1
1526,IS,Workshop Facilitation,hard_skill,1
1527,IS,Checkmarx,hard_skill,1
1528,IS,Manual Testing,hard_skill,1
1529,IS,Production Planning,hard_skill,1
1530,IS,Travel Advisory,hard_skill,1
1531,IS,IBM Rational ClearCase,hard_skill,1
1532,IS,Calmness Under Pressure,hard_skill,1
1533,IS,Operational Planning,hard_skill,1
1534,IS,Journalism,hard_skill,1
1535,IS,Physical Security Operations,hard_skill,1
1536,IS,Competitive Analysis,hard_skill,1
1537,IS,Revenue Forecasting,hard_skill,1
1538,IS,Business Negotiation,hard_skill,1
1539,IS,Marketing Strategies,hard_skill,2
1540,IS,International Financial Reporting Standards,hard_skill,1
1541,IS,Service Review,hard_skill,1
1542,IS,Futures Exchange,hard_skill,1
1543,IS,IT Risk Management,hard_skill,1
1544,IS,Portfolio Positioning,hard_skill,1
1545,IS,Securities Market,hard_skill,1
1546,IS,Business Process Management,hard_skill,2
1547,IS,Ubuntu (Operating System),hard_skill,1
1548,IS,Sports Analytics,hard_skill,1
1549,IS,Credit Risk,hard_skill,2
1550,IS,Financial Risk,hard_skill,1
1551,IS,Data Cleansing,hard_skill,1
1552,IS,Docker Swarm,hard_skill,2
1553,IS,Public Key Cryptography,hard_skill,2
1554,IS,SQLAlchemy,hard_skill,2
1555,IS,Socket Programming,hard_skill,2
1556,IS,OpenAPI,hard_skill,2
1557,IS,Swagger UI,hard_skill,2
1558,IS,Code Comments,hard_skill,2
1559,IS,Input/Output,hard_skill,2
1560,IS,InfluxDB,hard_skill,1
1561,IS,Static Program Analysis,hard_skill,1
1562,IS,Applied Mathematics,hard_skill,1
1563,IS,Reverse Engineering,hard_skill,1
1564,IS,Emergency Preparedness,hard_skill,1
1565,IS,Loss Prevention,hard_skill,1
1566,IS,Valid Driver's License,hard_skill,1
1567,IS,Law Enforcement,hard_skill,2
1568,IS,Emergency Medical Services,hard_skill,1
1569,IS,Microsoft OneNote,hard_skill,1
1570,IS,Fraud Investigation,hard_skill,1
1571,IS,Data Synthesis,hard_skill,1
1572,IS,React Native,hard_skill,1
1573,IS,Management Consulting,hard_skill,6
1574,IS,Document Control,hard_skill,2
1575,IS,Service Industries,hard_skill,1
1576,IS,Storage Virtualization,hard_skill,3
1577,IS,Google Cloud Security,hard_skill,3
1578,IS,Database Security,hard_skill,2
1579,IS,Audit Engagements,hard_skill,1
1580,IS,Business Priorities,hard_skill,1
1581,IS,Threat Management,hard_skill,2
1582,IS,Computer Systems,hard_skill,1
1583,IS,Snort (Intrusion Detection System),hard_skill,1
1584,IS,Big Data Analytics,hard_skill,2
1585,IS,Contract Drafting,hard_skill,1
1586,IS,Support Colleagues,hard_skill,1
1587,IS,Certified Case Manager (CCM),hard_skill,5
1588,IS,Solution Deployment Descriptor,hard_skill,1
1589,IS,Life Support,hard_skill,1
1590,IS,Social Media,hard_skill,1
1591,IS,Bidding,hard_skill,1
1592,IS,Real Estate,hard_skill,1
1593,IS,Market Liquidity,hard_skill,1
1594,IS,PIC Microcontrollers,hard_skill,1
1595,IS,Risk Exposure Management,hard_skill,2
1596,IS,Risk Prioritization,hard_skill,1
1597,IS,American Institute Of Architects,hard_skill,1
1598,IS,COBOL (Programming Language),hard_skill,1
1599,IS,Deployment Support,hard_skill,1
1600,IS,Quality Control,hard_skill,1
1601,IS,Convergent Technologies Operating Systems,hard_skill,1
1602,IS,Executive Presentations,hard_skill,1
1603,IS,Post-Production,hard_skill,1
1604,IS,Apache Cassandra,hard_skill,1
1605,IS,Midrange Computer,hard_skill,1
1606,IS,Commercial Banking,hard_skill,3
1607,IS,Organizational Structure,hard_skill,2
1608,IS,Automotive Finance,hard_skill,2
1609,IS,Certified In The Governance Of Enterprise IT,hard_skill,3
1610,IS,Capital Budgeting,hard_skill,1
1611,IS,Policy Research,hard_skill,1
1612,IS,Team Motivation,hard_skill,1
1613,IS,Public Policies,hard_skill,1
1614,IS,Target Audience,hard_skill,1
1615,IS,Live Streaming,hard_skill,1
1616,IS,Safety Instrumented Systems,hard_skill,1
1617,IS,Remote Access Systems,hard_skill,1
1618,IS,Application Services,hard_skill,1
1619,IS,Functional Safety,hard_skill,2
1620,IS,Manufacturing Operations,hard_skill,1
1621,IS,Computer-Integrated Manufacturing,hard_skill,1
1622,IS,Business Process Automation,hard_skill,1
1623,IS,Remote Operation,hard_skill,1
1624,IS,Oracle Identity Manager,hard_skill,1
1625,IS,Corporate Data Management,hard_skill,1
1626,IS,Equities,hard_skill,2
1627,IS,Market Risk,hard_skill,1
1628,IS,Smart Contracts,hard_skill,1
1629,IS,Transactional Analysis,hard_skill,1
1630,IS,Solidity (Programming Language),hard_skill,1
1631,IS,Professional Networking,hard_skill,1
1632,IS,Code Analysis,hard_skill,1
1633,IS,Transferable Skills Analysis,hard_skill,2
1634,IS,Binance,hard_skill,1
1635,IS,Software Configuration Management,hard_skill,1
1636,IS,Regression Testing,hard_skill,1
1637,IS,Access Control Matrix,hard_skill,2
1638,IS,Windows Security,hard_skill,1
1639,IS,Remote Administration,hard_skill,1
1640,IS,Exception Reporting,hard_skill,2
1641,IS,Facebook Advertising,hard_skill,1
1642,IS,Event Tracking,hard_skill,1
1643,IS,Conversion Marketing,hard_skill,1
1644,IS,Pinterest,hard_skill,1
1645,IS,Digital Marketing,hard_skill,1
1646,IS,Health Technology,hard_skill,1
1647,IS,Strategic Leadership,hard_skill,1
1648,IS,Health Economics,hard_skill,1
1649,IS,Objective Setting,hard_skill,1
1650,IS,Healthcare Strategy,hard_skill,1
1651,IS,Performance Review,hard_skill,1
1652,IS,Public Health,hard_skill,1
1653,IS,Epidemiology,hard_skill,1
1654,IS,Business Metrics,hard_skill,2
1655,IS,Process Development,hard_skill,1
1656,IS,Custom Software,hard_skill,1
1657,IS,Project Integration,hard_skill,1
1658,IS,Growth Strategies,hard_skill,1
1659,IS,Organizational Strategy,hard_skill,1
1660,IS,Finite Element Methods,hard_skill,1
1661,IS,Research Reports,hard_skill,1
1662,IS,Collaborative Research,hard_skill,1
1663,IS,Geotechnical Engineering,hard_skill,1
1664,IS,Learning Styles,hard_skill,1
1665,IS,Working Quickly,hard_skill,1
1666,IS,Business Intelligence Tools,hard_skill,1
1667,IS,Client Education,hard_skill,1
1668,IS,Virtual Training,hard_skill,1
1669,IS,Editing,hard_skill,1
1670,IS,Camtasia Studio,hard_skill,1
1671,IS,Escalation Management,hard_skill,1
1672,IS,Technology Integration,hard_skill,1
1673,IS,Sales Process,hard_skill,1
1674,IS,Web Analytics,hard_skill,1
1675,IS,Command Controls,hard_skill,1
1676,IS,Patrolling,hard_skill,2
1677,IS,Digitization,hard_skill,6
1678,IS,Checklists,hard_skill,6
1679,IS,Internet Research,hard_skill,1
1680,IS,Verification And Validation,hard_skill,1
1681,IS,VMware Horizon View,hard_skill,1
1682,IS,Executive Information Systems,hard_skill,2
1683,IS,BigQuery,hard_skill,1
1684,IS,Project Stakeholders,hard_skill,1
1685,IS,Transaction Data,hard_skill,1
1686,IS,Google Analytics,hard_skill,1
1687,IS,User Research,hard_skill,1
1688,IS,Cisco Discovery Protocol,hard_skill,1
1689,IS,Web Tools,hard_skill,1
1690,IS,Browser Extension,hard_skill,1
1691,IS,Cryptocurrency Exchanges,hard_skill,1
1692,IS,Cryptocurrency Wallets,hard_skill,1
1693,IS,Traffic Control,hard_skill,1
1694,IS,Presentation Training,hard_skill,1
1695,IS,Microsoft Power Platform,hard_skill,1
1696,IS,Cost Management,hard_skill,1
1697,IS,Cost Control,hard_skill,1
1698,IS,Kaizen Methodology,hard_skill,1
1699,IS,Value Chain,hard_skill,2
1700,IS,Technical Drawing,hard_skill,1
1701,IS,Software Manufacturing,hard_skill,1
1702,IS,AutoCAD,hard_skill,1
1703,IS,Intercom,hard_skill,1
1704,IS,Autodesk Revit,hard_skill,1
1705,IS,Alarm Devices,hard_skill,1
1706,IS,Debating,hard_skill,1
1707,IS,Sustainable Development,hard_skill,1
1708,IS,Electronic Access Control,hard_skill,1
1709,IS,Branding,hard_skill,2
1710,IS,Program Process Monitoring,hard_skill,1
1711,IS,Enterprise Architecture Framework,hard_skill,1
1712,IS,Arbitration,hard_skill,1
1713,IS,Database Administration,hard_skill,1
1714,IS,Intercultural Competence,hard_skill,1
1715,IS,Chassis,hard_skill,1
1716,IS,Tires,hard_skill,1
1717,IS,Powertrain,hard_skill,1
1718,IS,HVAC,hard_skill,1
1719,IS,Corporate Strategy,hard_skill,1
1720,IS,Sales Forecasting,hard_skill,1
1721,IS,Sales Pipelines,hard_skill,1
1722,IS,Regional Sales,hard_skill,1
1723,IS,Akamai,hard_skill,1
1724,IS,Application Deployment,hard_skill,1
1725,IS,API Gateway,hard_skill,1
1726,IS,Directory Service,hard_skill,1
1727,IS,JSON Web Token (JWT),hard_skill,1
1728,IS,Order Management,hard_skill,1
1729,IS,Order Management Systems,hard_skill,1
1730,IS,SAP NetWeaver Data Management,hard_skill,1
1731,IS,Invoice Matching,hard_skill,1
1732,IS,Federal Emergency Management Agency (FEMA),hard_skill,1
1733,IS,Administrative Functions,hard_skill,2
1734,IS,VMware VSphere,hard_skill,1
1735,IS,Credit Facilities,hard_skill,1
1736,IS,Solaris (Operating System),hard_skill,1
1737,IS,Loans,hard_skill,1
1738,IS,Deposit Accounts,hard_skill,1
1739,IS,Promulgation,hard_skill,1
1740,IS,Treatment Planning,hard_skill,1
1741,IS,Certified Risk Analyst,hard_skill,1
1742,IS,Microsoft Windows XP,hard_skill,1
1743,IS,Event Monitoring,hard_skill,1
1744,IS,Mac OS X,hard_skill,1
1745,IS,BitLocker Drive Encryption,hard_skill,1
1746,IS,Splunk Enterprise Security,hard_skill,1
1747,IS,Gradle,hard_skill,1
1748,IS,Apache Maven,hard_skill,1
1749,IS,Encryption Software,hard_skill,2
1750,IS,Document Review,hard_skill,2
1751,IS,Real-Time Operating Systems,hard_skill,2
1752,IS,Hypervisor,hard_skill,2
1753,IS,Common Criteria (IT Framework),hard_skill,2
1754,IS,Intrusion Prevention Systems,hard_skill,1
1755,IS,Software Testing Life Cycle,hard_skill,1
1756,IS,Appium,hard_skill,1
1757,IS,Azure DevOps,hard_skill,1
1758,IS,Traffic Design,hard_skill,1
1759,IS,Communications,soft_skill,230
1760,IS,Management,soft_skill,203
1761,IS,Notion (Software),soft_skill,1
1762,IS,Vulnerability Management,soft_skill,41
1763,IS,Key Management,soft_skill,8
1764,IS,Workflow Management,soft_skill,26
1765,IS,Self-Motivation,soft_skill,23
1766,IS,Quick Learning,soft_skill,6
1767,IS,Time Management,soft_skill,45
1768,IS,Learning Development,soft_skill,43
1769,IS,Exhibitions,soft_skill,1
1770,IS,Critical Thinking,soft_skill,15
1771,IS,Active Directory,soft_skill,16
1772,IS,Management By Exception,soft_skill,2
1773,IS,Account Management,soft_skill,4
1774,IS,Virtualization,soft_skill,14
1775,IS,Development Management,soft_skill,3
1776,IS,Knowledge Management,soft_skill,3
1777,IS,Configuration Management,soft_skill,10
1778,IS,Change Control,soft_skill,2
1779,IS,Decision Making,soft_skill,14
1780,IS,Production Management,soft_skill,2
1781,IS,Delivery Focused,soft_skill,1
1782,IS,Pre-Clinical Development,soft_skill,1
1783,IS,Antivirals,soft_skill,1
1784,IS,Endocrinology,soft_skill,1
1785,IS,Change Management,soft_skill,27
1786,IS,Nutanix,soft_skill,3
1787,IS,Electrical Engineering,soft_skill,8
1788,IS,Apache Kafka,soft_skill,7
1789,IS,Case Management,soft_skill,3
1790,IS,Pedagogy,soft_skill,1
1791,IS,Revenue Growth,soft_skill,6
1792,IS,Product Management,soft_skill,7
1793,IS,Performance Appraisal,soft_skill,1
1794,IS,Parsing,soft_skill,1
1795,IS,Quality Management,soft_skill,3
1796,IS,Crisis Management,soft_skill,4
1797,IS,Functional Requirement,soft_skill,1
1798,IS,Dealing With Ambiguity,soft_skill,2
1799,IS,OneTrust (Software),soft_skill,1
1800,IS,Freight Forwarding,soft_skill,1
1801,IS,Request For Proposal,soft_skill,7
1802,IS,Supplier Management,soft_skill,1
1803,IS,Reputation Management,soft_skill,1
1804,IS,Colocation,soft_skill,3
1805,IS,Outside Plant,soft_skill,3
1806,IS,Empathy,soft_skill,4
1807,IS,Optimism,soft_skill,1
1808,IS,Building Management,soft_skill,1
1809,IS,Ingenuity,soft_skill,1
1810,IS,Languages Of Asia,soft_skill,1
1811,IS,TypeScript,soft_skill,1
1812,IS,Quotations,soft_skill,2
1813,IS,Contract Of Sale,soft_skill,1
1814,IS,Lifelong Learning,soft_skill,1
1815,IS,Conflict Resolution,soft_skill,1
1816,IS,Employee Coaching,soft_skill,1
1817,IS,Independent Thinking,soft_skill,1
1818,IS,Information Management,soft_skill,2
1819,IS,OpenID,soft_skill,1
1820,IS,Facility Management,soft_skill,1
1821,IS,Filing,soft_skill,1
1822,SE,Android Software Development,hard_skill,2
1823,SE,Junit,hard_skill,21
1824,SE,Bitbucket,hard_skill,48
1825,SE,Jenkins,hard_skill,125
1826,SE,Model View ViewModel,hard_skill,30
1827,SE,Data Exchange,hard_skill,2
1828,SE,Extensible Markup Language (XML),hard_skill,39
1829,SE,Application Development,hard_skill,130
1830,SE,JIRA,hard_skill,77
1831,SE,Payment Card Industry (PCI) Data Security Standards,hard_skill,7
1832,SE,Java (Programming Language),hard_skill,404
1833,SE,Android Development,hard_skill,15
1834,SE,Code Comments,hard_skill,5
1835,SE,Credit/Debit Card Processing,hard_skill,1
1836,SE,Software Project Management,hard_skill,6
1837,SE,JSON,hard_skill,50
1838,SE,Embedded Systems,hard_skill,19
1839,SE,Software Development Life Cycle,hard_skill,89
1840,SE,C (Programming Language),hard_skill,223
1841,SE,Android (Operating System),hard_skill,66
1842,SE,Software Development,hard_skill,336
1843,SE,Flowcharts,hard_skill,6
1844,SE,Atlassian Confluence,hard_skill,44
1845,SE,Blockchain,hard_skill,78
1846,SE,Application Programming Interface (API),hard_skill,246
1847,SE,RxJava,hard_skill,9
1848,SE,Decentralized Finance (DeFi),hard_skill,10
1849,SE,Mobile Application Development,hard_skill,92
1850,SE,Software Design Patterns,hard_skill,83
1851,SE,Toolchain,hard_skill,15
1852,SE,Android Jetpack,hard_skill,5
1853,SE,Test Automation,hard_skill,71
1854,SE,Architectural Patterns,hard_skill,4
1855,SE,Cryptocurrency,hard_skill,36
1856,SE,Asset Management,hard_skill,26
1857,SE,Android SDK,hard_skill,10
1858,SE,Matrix Management,hard_skill,4
1859,SE,Product Engineering,hard_skill,19
1860,SE,Scalability,hard_skill,342
1861,SE,UI Components,hard_skill,6
1862,SE,Innovation,hard_skill,490
1863,SE,Derivatives,hard_skill,21
1864,SE,Persistence,hard_skill,5
1865,SE,Animations,hard_skill,15
1866,SE,Research,hard_skill,165
1867,SE,IOS Development,hard_skill,14
1868,SE,Application Services,hard_skill,13
1869,SE,Agile Methodology,hard_skill,407
1870,SE,Android Applications,hard_skill,14
1871,SE,Requirements Elicitation,hard_skill,21
1872,SE,Usability Testing,hard_skill,4
1873,SE,Serverless Computing,hard_skill,26
1874,SE,Angular (Web Framework),hard_skill,118
1875,SE,Prototyping,hard_skill,33
1876,SE,Kotlin,hard_skill,41
1877,SE,Node.js (Javascript Library),hard_skill,142
1878,SE,Extreme Programming,hard_skill,10
1879,SE,User Experience (UX),hard_skill,34
1880,SE,Back End (Software Engineering),hard_skill,32
1881,SE,Mockito,hard_skill,5
1882,SE,JavaScript (Programming Language),hard_skill,215
1883,SE,Post-Production,hard_skill,10
1884,SE,CI/CD,hard_skill,298
1885,SE,Google Play,hard_skill,8
1886,SE,User Interface (UI) Design,hard_skill,13
1887,SE,Espresso (Android Testing Framework),hard_skill,7
1888,SE,Information Technology,hard_skill,183
1889,SE,Troubleshooting (Problem Solving),hard_skill,342
1890,SE,Automation,hard_skill,363
1891,SE,English Language,hard_skill,108
1892,SE,Cryptography,hard_skill,36
1893,SE,Non-Fungible Tokens (NFT),hard_skill,22
1894,SE,Continuous Integration,hard_skill,86
1895,SE,Solidity (Programming Language),hard_skill,12
1896,SE,Problem Solving,hard_skill,400
1897,SE,Software Engineering,hard_skill,307
1898,SE,Systems Architecture,hard_skill,35
1899,SE,Organizational Structure,hard_skill,20
1900,SE,Go (Programming Language),hard_skill,136
1901,SE,Rust (Programming Language),hard_skill,25
1902,SE,Cryptocurrency Wallets,hard_skill,4
1903,SE,Team Building,hard_skill,41
1904,SE,AWS Internet Of Things (IoT),hard_skill,2
1905,SE,Google Gson (Java Library),hard_skill,2
1906,SE,Modular Design,hard_skill,7
1907,SE,Codebase,hard_skill,15
1908,SE,Scrum (Software Development),hard_skill,105
1909,SE,Test Engineering,hard_skill,8
1910,SE,Internet Of Things (IoT),hard_skill,46
1911,SE,New Product Development,hard_skill,58
1912,SE,Software Versioning,hard_skill,17
1913,SE,Planning,hard_skill,138
1914,SE,RubyGems,hard_skill,2
1915,SE,Analytical Skills,hard_skill,76
1916,SE,Git (Version Control System),hard_skill,173
1917,SE,Bundler,hard_skill,2
1918,SE,Accountability,hard_skill,39
1919,SE,Unit Testing,hard_skill,111
1920,SE,Git Flow,hard_skill,2
1921,SE,Architectural Design,hard_skill,119
1922,SE,Postman API Platform,hard_skill,4
1923,SE,Hotfix,hard_skill,3
1924,SE,Amazon Web Services,hard_skill,397
1925,SE,Creativity,hard_skill,92
1926,SE,SonarQube,hard_skill,33
1927,SE,Pair Programming,hard_skill,15
1928,SE,DevOps,hard_skill,369
1929,SE,Test-Driven Development (TDD),hard_skill,41
1930,SE,Booking (Sales),hard_skill,6
1931,SE,Safety Assurance,hard_skill,59
1932,SE,Customer Service,hard_skill,83
1933,SE,Objective-C (Programming Language),hard_skill,16
1934,SE,Swift (Programming Language),hard_skill,51
1935,SE,Apple IOS,hard_skill,59
1936,SE,Technology Research,hard_skill,9
1937,SE,Algorithms,hard_skill,110
1938,SE,Network Operating System (NOS),hard_skill,7
1939,SE,Data Structures,hard_skill,75
1940,SE,Artificial Intelligence,hard_skill,157
1941,SE,Computer Science,hard_skill,628
1942,SE,Merchandising,hard_skill,8
1943,SE,Code Review,hard_skill,149
